filename,label,prediction
/kaggle/input/vehicle-damage-identification/test/scratch/7066.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/7066.jpg', 'crack': 1.6552852e-09, 'dent': 8.407684e-07, 'glass shatter': 3.589202e-16, 'lamp broken': 6.114494e-12, 'scratch': 0.99999917, 'tire flat': 2.270783e-15}"
/kaggle/input/vehicle-damage-identification/test/scratch/1661.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/1661.jpg', 'crack': 0.008564521, 'dent': 0.05509126, 'glass shatter': 0.00023603463, 'lamp broken': 0.0034331228, 'scratch': 0.93267506, 'tire flat': 1.487944e-09}"
/kaggle/input/vehicle-damage-identification/test/scratch/1696.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/1696.jpg', 'crack': 9.2485544e-07, 'dent': 0.022519877, 'glass shatter': 2.546594e-06, 'lamp broken': 2.9568278e-05, 'scratch': 0.97744703, 'tire flat': 1.665969e-08}"
/kaggle/input/vehicle-damage-identification/test/scratch/1314.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/1314.jpg', 'crack': 8.090924e-06, 'dent': 6.0306447e-06, 'glass shatter': 6.1987446e-09, 'lamp broken': 1.716664e-05, 'scratch': 0.99996865, 'tire flat': 7.100409e-12}"
/kaggle/input/vehicle-damage-identification/test/scratch/1043.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/1043.jpg', 'crack': 1.4455185e-05, 'dent': 0.00011621411, 'glass shatter': 2.1946884e-07, 'lamp broken': 1.1518641e-06, 'scratch': 0.9998679, 'tire flat': 1.0812126e-10}"
/kaggle/input/vehicle-damage-identification/test/scratch/2835.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/2835.jpg', 'crack': 2.2190305e-07, 'dent': 9.45812e-11, 'glass shatter': 3.502792e-08, 'lamp broken': 6.4761196e-08, 'scratch': 0.99999964, 'tire flat': 1.6109599e-13}"
/kaggle/input/vehicle-damage-identification/test/scratch/6214.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/6214.jpg', 'crack': 0.00015252134, 'dent': 6.107138e-05, 'glass shatter': 4.506498e-05, 'lamp broken': 2.8353222e-09, 'scratch': 0.9997408, 'tire flat': 5.740332e-07}"
/kaggle/input/vehicle-damage-identification/test/scratch/4558.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/4558.jpg', 'crack': 8.7115853e-07, 'dent': 0.0039105094, 'glass shatter': 4.8077374e-07, 'lamp broken': 6.0315597e-07, 'scratch': 0.9960593, 'tire flat': 2.8270646e-05}"
/kaggle/input/vehicle-damage-identification/test/scratch/4354.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/4354.jpg', 'crack': 1.1413197e-10, 'dent': 0.08812051, 'glass shatter': 2.997187e-09, 'lamp broken': 3.6932746e-09, 'scratch': 0.9118795, 'tire flat': 1.8057223e-08}"
/kaggle/input/vehicle-damage-identification/test/scratch/6712.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/6712.jpg', 'crack': 3.761632e-05, 'dent': 2.8038201e-05, 'glass shatter': 2.6520489e-10, 'lamp broken': 0.00014264838, 'scratch': 0.9997917, 'tire flat': 4.379329e-12}"
/kaggle/input/vehicle-damage-identification/test/scratch/5905.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/5905.jpg', 'crack': 2.6669875e-05, 'dent': 0.00035277486, 'glass shatter': 1.340155e-06, 'lamp broken': 0.0062878067, 'scratch': 0.9933056, 'tire flat': 2.5813019e-05}"
/kaggle/input/vehicle-damage-identification/test/scratch/2380.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/2380.jpg', 'crack': 7.399718e-06, 'dent': 0.00024130277, 'glass shatter': 7.790827e-06, 'lamp broken': 0.00025634666, 'scratch': 0.99948716, 'tire flat': 1.01477195e-11}"
/kaggle/input/vehicle-damage-identification/test/scratch/3836.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/3836.jpg', 'crack': 2.15489e-06, 'dent': 4.2951116e-05, 'glass shatter': 9.998663e-10, 'lamp broken': 3.2612054e-08, 'scratch': 0.9997031, 'tire flat': 0.00025172997}"
/kaggle/input/vehicle-damage-identification/test/scratch/1618.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/1618.jpg', 'crack': 3.2274281e-06, 'dent': 0.00033731305, 'glass shatter': 6.3111194e-10, 'lamp broken': 1.8750544e-08, 'scratch': 0.9995906, 'tire flat': 6.88984e-05}"
/kaggle/input/vehicle-damage-identification/test/scratch/1373.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/1373.jpg', 'crack': 2.6271643e-10, 'dent': 5.4758366e-06, 'glass shatter': 1.1772882e-08, 'lamp broken': 2.9202883e-11, 'scratch': 0.9999945, 'tire flat': 1.12785994e-14}"
/kaggle/input/vehicle-damage-identification/test/scratch/972.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/972.jpg', 'crack': 2.90785e-06, 'dent': 0.00450062, 'glass shatter': 2.3984752e-11, 'lamp broken': 7.339954e-08, 'scratch': 0.9954964, 'tire flat': 2.8170623e-12}"
/kaggle/input/vehicle-damage-identification/test/scratch/5461.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/5461.jpg', 'crack': 7.165836e-05, 'dent': 0.0059308144, 'glass shatter': 3.1745554e-08, 'lamp broken': 0.00013422777, 'scratch': 0.9938632, 'tire flat': 2.5186804e-09}"
/kaggle/input/vehicle-damage-identification/test/scratch/1273.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/1273.jpg', 'crack': 2.2797926e-09, 'dent': 1.8367288e-08, 'glass shatter': 8.313966e-12, 'lamp broken': 3.8124673e-10, 'scratch': 1.0, 'tire flat': 4.8690815e-14}"
/kaggle/input/vehicle-damage-identification/test/scratch/7059.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/7059.jpg', 'crack': 5.748332e-07, 'dent': 0.0059345444, 'glass shatter': 7.243608e-11, 'lamp broken': 0.00043075057, 'scratch': 0.9936341, 'tire flat': 4.247138e-10}"
/kaggle/input/vehicle-damage-identification/test/scratch/6294.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/6294.jpg', 'crack': 4.470156e-06, 'dent': 3.3765184e-05, 'glass shatter': 1.189791e-06, 'lamp broken': 3.879106e-07, 'scratch': 0.9999602, 'tire flat': 3.569716e-11}"
/kaggle/input/vehicle-damage-identification/test/scratch/841.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/841.jpg', 'crack': 4.6961933e-08, 'dent': 7.231195e-08, 'glass shatter': 1.3632395e-07, 'lamp broken': 0.00010701798, 'scratch': 0.9998927, 'tire flat': 1.4133641e-09}"
/kaggle/input/vehicle-damage-identification/test/scratch/4919.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/4919.jpg', 'crack': 3.412399e-06, 'dent': 0.005878128, 'glass shatter': 8.185455e-07, 'lamp broken': 2.887596e-06, 'scratch': 0.9941148, 'tire flat': 1.1352705e-09}"
/kaggle/input/vehicle-damage-identification/test/scratch/5262.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/5262.jpg', 'crack': 0.00048267533, 'dent': 0.00016524899, 'glass shatter': 1.7490529e-06, 'lamp broken': 3.179996e-07, 'scratch': 0.99930906, 'tire flat': 4.0982504e-05}"
/kaggle/input/vehicle-damage-identification/test/scratch/114.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/114.jpg', 'crack': 4.9610793e-07, 'dent': 3.5053934e-05, 'glass shatter': 8.069593e-07, 'lamp broken': 0.00029742045, 'scratch': 0.99966574, 'tire flat': 4.3199063e-07}"
/kaggle/input/vehicle-damage-identification/test/scratch/4917.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/4917.jpg', 'crack': 3.7067128e-08, 'dent': 1.5183166e-07, 'glass shatter': 1.1833752e-11, 'lamp broken': 0.3847048, 'scratch': 0.61529493, 'tire flat': 5.4546028e-08}"
/kaggle/input/vehicle-damage-identification/test/scratch/7060.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/7060.jpg', 'crack': 2.4093652e-08, 'dent': 1.1689566e-05, 'glass shatter': 7.314309e-09, 'lamp broken': 1.8978635e-07, 'scratch': 0.9999881, 'tire flat': 2.1248626e-08}"
/kaggle/input/vehicle-damage-identification/test/scratch/693.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/693.jpg', 'crack': 9.2811455e-08, 'dent': 2.2368105e-09, 'glass shatter': 6.652685e-09, 'lamp broken': 1.0462734e-11, 'scratch': 0.9999999, 'tire flat': 3.7016099e-10}"
/kaggle/input/vehicle-damage-identification/test/scratch/6012.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/6012.jpg', 'crack': 6.59879e-07, 'dent': 1.5193132e-05, 'glass shatter': 2.0526703e-09, 'lamp broken': 4.072868e-12, 'scratch': 0.99998415, 'tire flat': 1.9876578e-09}"
/kaggle/input/vehicle-damage-identification/test/scratch/6915.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/6915.jpg', 'crack': 1.0002212e-05, 'dent': 0.9997259, 'glass shatter': 2.8788805e-05, 'lamp broken': 2.3440302e-08, 'scratch': 0.0002353115, 'tire flat': 1.47359795e-08}"
/kaggle/input/vehicle-damage-identification/test/scratch/496.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/496.jpg', 'crack': 4.062089e-06, 'dent': 1.3245016e-05, 'glass shatter': 2.5170036e-10, 'lamp broken': 2.8282153e-07, 'scratch': 0.99998236, 'tire flat': 4.017939e-12}"
/kaggle/input/vehicle-damage-identification/test/scratch/2731.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/2731.jpg', 'crack': 0.0004981346, 'dent': 0.0006523308, 'glass shatter': 0.00031066767, 'lamp broken': 6.065723e-07, 'scratch': 0.9985374, 'tire flat': 8.4491444e-07}"
/kaggle/input/vehicle-damage-identification/test/scratch/207.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/207.jpg', 'crack': 4.6194223e-10, 'dent': 5.3063815e-08, 'glass shatter': 5.137849e-07, 'lamp broken': 2.576015e-13, 'scratch': 0.9999994, 'tire flat': 4.5619966e-08}"
/kaggle/input/vehicle-damage-identification/test/scratch/6852.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/6852.jpg', 'crack': 0.013942241, 'dent': 0.12815095, 'glass shatter': 1.0253778e-09, 'lamp broken': 9.428548e-06, 'scratch': 0.85789686, 'tire flat': 5.5528227e-07}"
/kaggle/input/vehicle-damage-identification/test/scratch/3484.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/3484.jpg', 'crack': 1.5353054e-07, 'dent': 0.0003016526, 'glass shatter': 5.6068376e-07, 'lamp broken': 1.1412174e-05, 'scratch': 0.99968624, 'tire flat': 2.5865502e-13}"
/kaggle/input/vehicle-damage-identification/test/scratch/1713.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/1713.jpg', 'crack': 3.1056067e-12, 'dent': 6.6542816e-05, 'glass shatter': 2.7449729e-12, 'lamp broken': 1.7486056e-12, 'scratch': 0.9999335, 'tire flat': 7.911024e-10}"
/kaggle/input/vehicle-damage-identification/test/scratch/4999.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/4999.jpg', 'crack': 8.607576e-06, 'dent': 0.009145961, 'glass shatter': 8.267978e-08, 'lamp broken': 3.0931588e-10, 'scratch': 0.9908428, 'tire flat': 2.497522e-06}"
/kaggle/input/vehicle-damage-identification/test/scratch/228.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/228.jpg', 'crack': 3.5671771e-06, 'dent': 0.012077006, 'glass shatter': 5.1785315e-05, 'lamp broken': 3.025063e-08, 'scratch': 0.9878676, 'tire flat': 2.1310213e-12}"
/kaggle/input/vehicle-damage-identification/test/scratch/74.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/74.jpg', 'crack': 2.5318059e-08, 'dent': 2.9367613e-06, 'glass shatter': 4.2928996e-17, 'lamp broken': 4.7688497e-13, 'scratch': 0.999997, 'tire flat': 1.2907467e-12}"
/kaggle/input/vehicle-damage-identification/test/scratch/3681.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/3681.jpg', 'crack': 8.6957397e-07, 'dent': 0.012031302, 'glass shatter': 2.1280293e-11, 'lamp broken': 8.162812e-12, 'scratch': 0.9879677, 'tire flat': 6.882554e-08}"
/kaggle/input/vehicle-damage-identification/test/scratch/667.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/667.jpg', 'crack': 4.384703e-05, 'dent': 8.643364e-05, 'glass shatter': 1.3125661e-11, 'lamp broken': 0.00067016383, 'scratch': 0.9991991, 'tire flat': 5.112113e-07}"
/kaggle/input/vehicle-damage-identification/test/scratch/2973.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/2973.jpg', 'crack': 0.00075065094, 'dent': 4.2963613e-08, 'glass shatter': 1.4963647e-05, 'lamp broken': 0.00038823113, 'scratch': 0.99884605, 'tire flat': 3.497155e-09}"
/kaggle/input/vehicle-damage-identification/test/scratch/6839.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/6839.jpg', 'crack': 3.5976147e-05, 'dent': 0.12747289, 'glass shatter': 3.377846e-10, 'lamp broken': 0.004146146, 'scratch': 0.86834466, 'tire flat': 3.614531e-07}"
/kaggle/input/vehicle-damage-identification/test/scratch/1107.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/1107.jpg', 'crack': 6.4205625e-07, 'dent': 3.9204096e-08, 'glass shatter': 4.6101032e-08, 'lamp broken': 4.1406537e-07, 'scratch': 0.9999988, 'tire flat': 1.9608246e-08}"
/kaggle/input/vehicle-damage-identification/test/scratch/2499.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/2499.jpg', 'crack': 6.74278e-05, 'dent': 0.0021882367, 'glass shatter': 2.3679801e-08, 'lamp broken': 0.23953333, 'scratch': 0.733541, 'tire flat': 0.02466998}"
/kaggle/input/vehicle-damage-identification/test/scratch/849.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/849.jpg', 'crack': 2.1791766e-06, 'dent': 0.000700383, 'glass shatter': 3.7100021e-06, 'lamp broken': 2.5911204e-06, 'scratch': 0.99929106, 'tire flat': 2.3768219e-09}"
/kaggle/input/vehicle-damage-identification/test/scratch/1640.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/1640.jpg', 'crack': 5.4678366e-11, 'dent': 8.433876e-13, 'glass shatter': 1.2214714e-07, 'lamp broken': 1.887189e-10, 'scratch': 0.9999999, 'tire flat': 1.5515297e-11}"
/kaggle/input/vehicle-damage-identification/test/scratch/4560.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/4560.jpg', 'crack': 0.00013911069, 'dent': 0.029617378, 'glass shatter': 0.0007239147, 'lamp broken': 0.099366516, 'scratch': 0.86796194, 'tire flat': 0.0021911822}"
/kaggle/input/vehicle-damage-identification/test/scratch/852.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/852.jpg', 'crack': 8.587313e-06, 'dent': 0.42432398, 'glass shatter': 1.29688265e-11, 'lamp broken': 0.0004163891, 'scratch': 0.5752511, 'tire flat': 1.7998104e-09}"
/kaggle/input/vehicle-damage-identification/test/scratch/6980.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/6980.jpg', 'crack': 0.0019554794, 'dent': 0.049226474, 'glass shatter': 0.00014737516, 'lamp broken': 8.779284e-05, 'scratch': 0.9485829, 'tire flat': 3.804681e-09}"
/kaggle/input/vehicle-damage-identification/test/scratch/3685.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/3685.jpg', 'crack': 7.454517e-07, 'dent': 6.847317e-06, 'glass shatter': 0.0016816279, 'lamp broken': 0.004832198, 'scratch': 0.99347854, 'tire flat': 1.6656473e-10}"
/kaggle/input/vehicle-damage-identification/test/scratch/1362.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/1362.jpg', 'crack': 8.54705e-11, 'dent': 1.3272279e-15, 'glass shatter': 9.6773575e-11, 'lamp broken': 2.8998828e-08, 'scratch': 1.0, 'tire flat': 2.3874784e-18}"
/kaggle/input/vehicle-damage-identification/test/scratch/1991.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/1991.jpg', 'crack': 6.158264e-06, 'dent': 4.1856806e-06, 'glass shatter': 3.5986496e-08, 'lamp broken': 0.0034898177, 'scratch': 0.9964998, 'tire flat': 2.9421418e-10}"
/kaggle/input/vehicle-damage-identification/test/scratch/6225.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/6225.jpg', 'crack': 2.9820068e-05, 'dent': 0.8665049, 'glass shatter': 6.4811365e-09, 'lamp broken': 0.032311477, 'scratch': 0.09541263, 'tire flat': 0.00574117}"
/kaggle/input/vehicle-damage-identification/test/scratch/1426.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/1426.jpg', 'crack': 2.0049489e-09, 'dent': 1.8193639e-07, 'glass shatter': 9.659789e-13, 'lamp broken': 7.612896e-12, 'scratch': 0.99999976, 'tire flat': 2.8859147e-13}"
/kaggle/input/vehicle-damage-identification/test/scratch/5058.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/5058.jpg', 'crack': 1.4317875e-07, 'dent': 0.0001520339, 'glass shatter': 6.255467e-07, 'lamp broken': 2.1746282e-06, 'scratch': 0.999845, 'tire flat': 9.2031e-09}"
/kaggle/input/vehicle-damage-identification/test/scratch/2578.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/2578.jpg', 'crack': 5.431014e-07, 'dent': 0.00018048889, 'glass shatter': 1.5184395e-07, 'lamp broken': 1.5394837e-06, 'scratch': 0.9998172, 'tire flat': 1.0320963e-07}"
/kaggle/input/vehicle-damage-identification/test/scratch/1821.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/1821.jpg', 'crack': 2.9481607e-13, 'dent': 1.2868824e-10, 'glass shatter': 4.089719e-14, 'lamp broken': 1.0085589e-10, 'scratch': 0.9999999, 'tire flat': 1.6633777e-07}"
/kaggle/input/vehicle-damage-identification/test/scratch/2437.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/2437.jpg', 'crack': 1.5909452e-08, 'dent': 3.567906e-06, 'glass shatter': 4.2344706e-07, 'lamp broken': 4.2635342e-10, 'scratch': 0.99999595, 'tire flat': 5.572052e-08}"
/kaggle/input/vehicle-damage-identification/test/scratch/5607.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/5607.jpg', 'crack': 1.4089469e-13, 'dent': 0.0001605069, 'glass shatter': 3.7724334e-07, 'lamp broken': 9.64705e-08, 'scratch': 0.99604565, 'tire flat': 0.0037933022}"
/kaggle/input/vehicle-damage-identification/test/scratch/877.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/877.jpg', 'crack': 5.13974e-12, 'dent': 6.1663568e-09, 'glass shatter': 1.8188741e-10, 'lamp broken': 1.7782764e-13, 'scratch': 1.0, 'tire flat': 2.4350505e-14}"
/kaggle/input/vehicle-damage-identification/test/scratch/618.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/618.jpg', 'crack': 1.9334107e-05, 'dent': 0.00031111913, 'glass shatter': 2.0330877e-09, 'lamp broken': 3.2702534e-08, 'scratch': 0.999668, 'tire flat': 1.5923615e-06}"
/kaggle/input/vehicle-damage-identification/test/scratch/4718.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/4718.jpg', 'crack': 7.4832337e-06, 'dent': 0.2954838, 'glass shatter': 1.9212313e-05, 'lamp broken': 0.69058454, 'scratch': 0.013903584, 'tire flat': 1.3891005e-06}"
/kaggle/input/vehicle-damage-identification/test/scratch/1772.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/1772.jpg', 'crack': 7.998847e-07, 'dent': 0.0014771699, 'glass shatter': 2.3928884e-10, 'lamp broken': 6.3034776e-08, 'scratch': 0.998522, 'tire flat': 3.5721318e-10}"
/kaggle/input/vehicle-damage-identification/test/scratch/5890.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/5890.jpg', 'crack': 2.6941696e-10, 'dent': 9.708456e-08, 'glass shatter': 1.1584332e-08, 'lamp broken': 1.1993837e-06, 'scratch': 0.9999987, 'tire flat': 2.5220676e-13}"
/kaggle/input/vehicle-damage-identification/test/scratch/3453.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/3453.jpg', 'crack': 0.00015872336, 'dent': 0.2177174, 'glass shatter': 7.4317395e-05, 'lamp broken': 0.01210438, 'scratch': 0.76994514, 'tire flat': 1.2882284e-11}"
/kaggle/input/vehicle-damage-identification/test/scratch/6858.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/6858.jpg', 'crack': 0.0016183659, 'dent': 0.0002599877, 'glass shatter': 3.284232e-05, 'lamp broken': 0.0019234706, 'scratch': 0.99616396, 'tire flat': 1.429269e-06}"
/kaggle/input/vehicle-damage-identification/test/scratch/6760.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/6760.jpg', 'crack': 6.2489896e-08, 'dent': 3.9137262e-08, 'glass shatter': 7.69683e-09, 'lamp broken': 2.5797263e-07, 'scratch': 0.99999964, 'tire flat': 4.438929e-08}"
/kaggle/input/vehicle-damage-identification/test/scratch/2873.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/2873.jpg', 'crack': 1.8646931e-07, 'dent': 2.8291196e-09, 'glass shatter': 2.3461809e-11, 'lamp broken': 3.710978e-09, 'scratch': 0.99999976, 'tire flat': 2.3195591e-11}"
/kaggle/input/vehicle-damage-identification/test/scratch/3571.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/3571.jpg', 'crack': 7.841833e-12, 'dent': 2.3232205e-08, 'glass shatter': 1.717976e-12, 'lamp broken': 4.9707944e-09, 'scratch': 1.0, 'tire flat': 9.437827e-12}"
/kaggle/input/vehicle-damage-identification/test/scratch/5224.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/5224.jpg', 'crack': 1.1057978e-05, 'dent': 8.331079e-06, 'glass shatter': 1.2334041e-07, 'lamp broken': 1.216406e-06, 'scratch': 0.9999465, 'tire flat': 3.2726824e-05}"
/kaggle/input/vehicle-damage-identification/test/scratch/781.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/781.jpg', 'crack': 2.3754567e-06, 'dent': 0.000113568996, 'glass shatter': 1.5877479e-08, 'lamp broken': 2.1328421e-09, 'scratch': 0.999884, 'tire flat': 5.454137e-09}"
/kaggle/input/vehicle-damage-identification/test/scratch/4136.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/4136.jpg', 'crack': 0.011094462, 'dent': 0.83676064, 'glass shatter': 1.3910476e-07, 'lamp broken': 4.0835153e-06, 'scratch': 0.15209799, 'tire flat': 4.2790765e-05}"
/kaggle/input/vehicle-damage-identification/test/scratch/2103.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/2103.jpg', 'crack': 0.04983543, 'dent': 0.0237426, 'glass shatter': 4.6576492e-08, 'lamp broken': 1.922317e-05, 'scratch': 0.9264023, 'tire flat': 4.7275347e-07}"
/kaggle/input/vehicle-damage-identification/test/scratch/4262.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/4262.jpg', 'crack': 1.2444808e-08, 'dent': 6.727327e-07, 'glass shatter': 1.7891084e-08, 'lamp broken': 1.6065997e-08, 'scratch': 0.99999917, 'tire flat': 1.654848e-07}"
/kaggle/input/vehicle-damage-identification/test/scratch/3425.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/3425.jpg', 'crack': 7.1035144e-10, 'dent': 3.6896563e-07, 'glass shatter': 9.5133123e-07, 'lamp broken': 1.3613869e-09, 'scratch': 0.9999987, 'tire flat': 9.385567e-14}"
/kaggle/input/vehicle-damage-identification/test/scratch/1637.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/1637.jpg', 'crack': 1.0312772e-06, 'dent': 0.002343785, 'glass shatter': 4.961291e-07, 'lamp broken': 0.00040011067, 'scratch': 0.99725455, 'tire flat': 2.6069188e-08}"
/kaggle/input/vehicle-damage-identification/test/scratch/3964.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/3964.jpg', 'crack': 3.0551328e-10, 'dent': 0.0010798543, 'glass shatter': 8.682118e-15, 'lamp broken': 1.7787642e-12, 'scratch': 0.9989202, 'tire flat': 7.9865434e-11}"
/kaggle/input/vehicle-damage-identification/test/scratch/6678.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/6678.jpg', 'crack': 1.3536858e-07, 'dent': 2.1312506e-10, 'glass shatter': 6.77711e-09, 'lamp broken': 0.00033151207, 'scratch': 0.99966836, 'tire flat': 6.985326e-11}"
/kaggle/input/vehicle-damage-identification/test/scratch/4502.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/4502.jpg', 'crack': 0.07979135, 'dent': 0.14527701, 'glass shatter': 1.2556364e-08, 'lamp broken': 1.6644311e-05, 'scratch': 0.58676106, 'tire flat': 0.1881539}"
/kaggle/input/vehicle-damage-identification/test/scratch/7040.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/7040.jpg', 'crack': 6.866729e-05, 'dent': 4.512147e-06, 'glass shatter': 2.4790064e-10, 'lamp broken': 0.0004957709, 'scratch': 0.9994311, 'tire flat': 4.0028065e-09}"
/kaggle/input/vehicle-damage-identification/test/scratch/5488.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/5488.jpg', 'crack': 6.6063524e-09, 'dent': 4.8164287e-07, 'glass shatter': 3.7424785e-10, 'lamp broken': 2.7790716e-08, 'scratch': 0.9999995, 'tire flat': 2.9059424e-13}"
/kaggle/input/vehicle-damage-identification/test/scratch/5261.jpg,scratch,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/scratch/5261.jpg', 'crack': 3.9217607e-09, 'dent': 1.3076602e-06, 'glass shatter': 5.7659783e-11, 'lamp broken': 2.5295181e-11, 'scratch': 0.9999987, 'tire flat': 1.4724328e-11}"
